Theme Id,Theme Name,Defination,Keywords,Status,Objective Count,Original Statements
,,,,,,29144 | To raise awareness about the Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29145 | To create awareness about the Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29146 | To create awareness about Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29147 | To raise awareness about Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29148 | To create awareness about Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29149 | To create awareness about Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29217 | To strengthen child safety and protection in schools in Karnataka by writing a request letter to the Home Affairs Minister Dr. G. Parameshwar | 0.85
,,,,,,29150 | To create awareness about the Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29201 | To strengthen child safety and protection in schools in Karnataka by requesting the Minister of Primary and Secondary Education to take necessary actions | 0.85
,,,,,,29202 | To strengthen child safety and protection in schools in Karnataka by working with the Women and Child Welfare Department | 0.85
,,,,,,29156 | To strengthen child safety and protection in schools across Karnataka by collaborating with the Karnataka State Commission for Protection of Child Rights | 0.85
,,,,,,29203 | To strengthen child safety and protection in schools in Karnataka by submitting a request letter to the Principal Secretary of the Department of School Education and Literacy | 0.85
,,,,,,29158 | To strengthen child safety and protection in schools across Karnataka by collaborating with the Social Welfare Department and implementing effective measures. | 0.85
,,,,,,29159 | To strengthen child safety and protection in schools in Karnataka by requesting the Home Affairs Minister to take necessary actions | 0.85
,,,,,,15987 | To educate students about the Child Helpline 1098 and raise awareness for their protection | 0.85
,,,,,,16138 | To improve education in Gopalpur by creating awareness about Child Helpline 1098 | 0.85
,,,,,,29205 | To strengthen child safety and protection in schools in Karnataka by writing a request letter to the Chairman of the Karnataka State Commission for Protection of Child Rights | 0.85
,,,,,,29052 | To create awareness about the Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29054 | To create awareness about the Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29055 | To create awareness about the Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29206 | To strengthen child safety and protection in schools in Karnataka by requesting the Social Welfare Minister to implement necessary measures | 0.85
,,,,,,29056 | To create awareness about the Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29058 | To create awareness about the Child Helpline 1098 in schools | 0.85
,,,,,,29060 | To raise awareness about the Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29233 | To create awareness about Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29239 | To create awareness about Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29347 | To raise awareness about the Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29348 | To create awareness about the Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29349 | To create awareness about the Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29350 | To create awareness about Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,29351 | To create awareness about Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,32128 | To create awareness about Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,32118 | To create awareness about the Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,32121 | To create awareness about Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,32135 | To create awareness about the Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,32132 | To create awareness about the Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,32137 | To create awareness about Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,32652 | To strengthen child safety and protection in schools in Karnataka by implementing measures to prevent and respond to incidents of child abuse and neglect | 0.85
,,,,,,32122 | To create awareness about the Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,32638 | To strengthen child safety and protection in schools across Karnataka by addressing the lack of adequate measures and protocols. | 0.85
,,,,,,32127 | To enhance education by integrating child helpline awareness in schools | 0.85
,,,,,,32130 | To create awareness about Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,32675 | To strengthen child safety and protection in schools in Karnataka by requesting the Social Welfare Minister to take necessary actions | 0.85
,,,,,,32124 | To create awareness about Child Helpline 1098 in all government and aided schools in Karnataka | 0.85
,,,,,,32631 | To strengthen child safety and protection in schools across Karnataka through a request letter to the Chief Minister | 0.85
f254ef45-df2c-47f0-82d8-500ef78cf1aa,Sexual Harassment Prevention Committees and Awareness Programs in Educational Institutions,"The theme encompasses the establishment and operation of dedicated committees tasked with preventing sexual harassment within schools and colleges, coupled with systematic awareness campaigns that educate students and staff about harassment, consent, and by‑stander intervention, thereby fostering a safe, respectful, and healthy learning environment. By institutionalizing these structures, institutions can proactively address and reduce incidents of sexual harassment, promoting equity and well‑being across the student body.","sexual harassment,prevention committees,awareness programs,schools,colleges,student safety,campus climate,educational institutions,harassment prevention,safe learning environment",Draft,59,"29197 | To establish functional sexual harassment prevention committees in schools and colleges, ensuring a safe learning environment for all students. | 0.85"
,,,,,,29198 | To form and function sexual harassment prevention committees in schools and colleges and develop awareness programs for students | 0.85
,,,,,,"29199 | To form and function sexual harassment prevention committees in schools and colleges, and develop awareness programs for students | 0.85"
